Food_Name,Overview,Type,Irritable_Bowel_Syndrome​_Score,Irritable_Bowel_Syndrome​_Reason,Obesity_Score,Obesity_Reason,Source,Diabetes_Score,Diabetes_Reason,Carbohydrate_content,Source,Hyperlipidimia_Score,Hyperlipidemia_Reason,Source,Hypertension_Score,Hypertension_Reason,Healthy,Think_Well_Score,Think_Well_Reason_,Feel_Well_Score,Feel_Well_Reason,Live_Well_Score,Live_Well_Reason,"Gut_Superfood_or_Fermented_food_=_1,_else_0",Allergens,Dietary_Restrictions,Similar_Choices,Mealtimes,Additional_food,Healthier_alternatives,
Vegetarian Bak Kwa,Soy bak kwa is a low-fat and protein-rich food but it is also high in sodium. Consuming too much sodium promotes high blood pressure and in turn raises the risk of cardiovascular diseases.,4,5,Vegetarian bak kwa is low FODMAP.,1,"While soy bak kwa would be rich in fibre which helps prevent hunger, it may contain excessive sugar or fat which might lead to weight gain.",,1,Bak kwa is typically high in sugar and hence is unsuitable for those with diabetes.,"1 piece (74 g) / serv

CHO = 30.27 g = 2 ex",https://www.diabetes.org/nutrition/understanding-carbs,1,The bak kua may be high in sodium which promotes high blood pressure which is a risk factor of hyperlipidemia.,https://www.healthhub.sg/a-z/diseases-and-conditions/609/High-Blood-Pressure-Healthy-eating-guide,1,Sodium per serv = 885.78 mg,1,-1,High sodium intake can cause gut dysbiosis which would decrease the number of GABA-producing bacteria and thus decrease the production of GABA itself.,-1,"The bak kwa's high sodium content may induce gut dysbiosis, suppressing the population of butyrate-producing gut bacteria and butyrate production.",-1,High sodium intake has been associated with greater cardiovascular risk due to greater chances of developing high blood pressure. This may exacerbate the cardiovascular risks that may be brought about by elevated levels of TMAO.,0,Soy,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Tofu
Soybean
Black Bean
Lima Bean
Broad Bean",Snack,"Black beans
Lima beans",Greek Yoghurt,
Vegetarian Mooncake,Mooncakes would be unsuitable for weight loss and diabetic diets due to their high sugar and low fibre content. Consuming too much sugar may lead to liver disease and some type of cancer over time.,6,1,Vegetarian mooncake is high FODMAP.,1,Vegetarian mooncake has little fibre but has considerable amounts of carbohydrates and refined sugar which might cause weight gain.,https://www.diabetes.org/nutrition/understanding-carbs,1,Vegetarian mooncake can be high in carbohydrates and sugar. It Is best to eat in small quantities.,"1 slice (25 g) / serv

CHO = 13.51 g = 0.9 ex",https://www.diabetes.org/nutrition/understanding-carbs,1,"While vegetarian mooncakes are made with vegetable oil, they are still high in fat and sugar, and low in fibre, and thus may raise triglyceride levels.","https://www.healthxchange.sg/food-nutrition/food-tips/enjoy-mooncakes-healthy-way
https://www.healthhub.sg/live-healthy/836/healthy-eating-for-lowering-cholesterol",1,Sodium per serv = 19.63 mg,1,1,Choose a healthier mooncake made with less sugar and more healthful ingredients such as nuts. ,-1,"Long-term consumption of food with considerable amount of refined sugar may induce gut dysbiosis, and in turn impair butyrate production.",-1,"Consumption of refined carbohydrates may play a role in the development of cardiovascular diseases. However, mooncakes are eaten in small amounts and on rare occasions so they may not have a major effect.",0,Gluten,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Broad Bean
Lotus Seed
Almond
Macadamia",Snack,Pumpkin seeds,,
Walnut,"Walnuts are packed with soluble fibre that promote better blood glucose control and a diverse gut microbiome. It's also rich in unsaturated fats which improves blood lipid profiles, reducing the risk of cardiovascular diseases.",4,5,Walnuts in portion of up to 20g is low FODMAP.,N,"Consuming 30 grams of walnuts a day as part of a healthy diet may aid with weight loss and positive changes in food choices. However, consuming more than 50g can be high in calories and fat. Hence, should consume in moderation.",https://pubmed.ncbi.nlm.nih.gov/28747865/,5,"Walnuts have a glycemic load value of 0, which means they do not cause blood sugar spikes. Their healthy fats and antioxidant compounds may help improve blood sugar control.","1 cup (110 g) / serv

CHO = 1.52 g = 0.1 ex","Walnuts have a glycemic load value of 0, which means they do not cause blood sugar spikes. Their healthy fats and antioxidant compounds may help improve blood sugar control.",5,A review of published studies concluded that walnuts significantly lower LDL (bad) cholesterol levels.,https://pubmed.ncbi.nlm.nih.gov/19458020/,5,Sodium per serv = 1.52 mg,5,1,Walnuts are a good source of naturally occurring serotonin.,1,"In a clinical trial, walnut consumption resulted in greater improvement in butyrate-producing gut bacteria populations than two other diets with varying types of fats.",1,"Studies show that nut consumption reduces risk for gall bladder stones, due in part to their cholesterol-lowering affects.",1,Nuts,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Pistachio
Walnut
Cashew
Almond
Pecan","Breakfast

Snack",,,
Water Chestnut,Water chestnuts are high in blood pressure-lowering potassium. Flavonoid antioxidants in water chestnuts may grant protection from oxidative stress which may contribute to neurodegenerative diseases like Alzheimer's disease.,1,5,Water chestnut up to 55g is low FODMAP.,Y,"Water chestnuts are rich in fibre, helping to stave off hunger and reduce energy intake by keeping you full.",https://fdc.nal.usda.gov/fdc-app.html#/food-details/778206/nutrients,3,"Water chestnuts slightly inhibit the conversion of complex carbohydrates to glucose, preventing spikes in blood sugar level.","1 cup (161 g) / serv

CHO = 29.63 g = 1.97 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7832194/,5,Plant sterols in water chestnut could reduce total and LDL cholesterol levels.,"https://sci-hub.se/https://doi.org/10.1002/jsfa.11508
https://pubmed.ncbi.nlm.nih.gov/18198627/",5,Sodium per serv = 17.36 mg,5,1,Flavonoids and quinones in water chestnut are suggested to have neuroprotective effects.,1,"Fibre in waterchestnuts helps promote healthy gut bacteria, which ensures adequate production of butyrate.",1,Water chestnut's bioactive compounds may have hepatoprotective functions. Furthermore their antioxidative properties could prevent oxidative damage to the heart and liver.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Bamboo Shoot
Celery
Soybean Sprout
Mung Bean Sprout","Lunch
Dinner","Bamboo Shoot
Celery
Lotus root
Soybean sprouts
Mung bean sprouts",,
Watercress,"Watercress has antioxidants lutein and zeaxanthin that protect the body from oxidative stress, which may exacerbate heart disease and neurodegenerative diseases. Watercress is also a source of quercetin which feeds the gut microbiome and supports its diversity.",2,5,Watercress is low FODMAP.,Y,"Watercress's low energy density makes it filling, providing little calories and reducing energy intake to prevent weight gain.",https://fdc.nal.usda.gov/fdc-app.html#/food-details/170068/nutrients,5,Watercress displayed blood sugar lowering effects in diabetic rats.,"1 cup (142 g) / serv

CHO = 1.92 g = 0.13 ex",http://rjms.iums.ac.ir/browse.php?a_id=1477&sid=1&slc_lang=en,5,Watercress supplements lowered LDL cholesterol levels and inhibited oxidation of cholesterol in overweight individuals.,https://pubmed.ncbi.nlm.nih.gov/33507592/,5,Sodium per serv = 246 mg,5,1,Watercress provide vitamin C and B6 which are needed to produce serotonin and GABA.,1,Eating cooked watercress may increase Isothiocyanates in our gut.  It is a metabolite associated with being cancer protective.,1,Antioxidative activities in watercress may combat oxidative stress in the heart and liver.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Brussel Sprout
Soybean Sprout
Mung Bean Sprout
Spinach
Kale","Lunch
Dinner",,,
Watermelon,"Watermelon is a source of amino acid citrulline which can be converted to amino acid arginine. Arginine promotes lower blood pressure, and improves glucose metabolism. Watermelon also has antioxidant lycopene, that has anti-inflammatory effects.",1,1,Watermelon is high FODMAP.,Y,Eating watermelon daily was shown to induce significant weight loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6470521/,5,Watermelon juice may exhibit anti-diabetic effects by anti-oxidative and anti-inflammatory activities.,"1 slice (119 g) / serv

CHO = 4 g = 0.3 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7270380/,5,"Antioxidants in watermelon prevent oxidation of cholesterol. Suppplementation with watermelon extract reduced LDL cholesterol patients with hyperlipidemia, in one study.",https://pubmed.ncbi.nlm.nih.gov/26934084/,5,Sodium per serv = 2.67 mg,5,1,"L-citrulline, an amino acid found in watermelon might help reduce fatigue and aid depression.",1,Watermelon is rich in fermentable carbohydrates which are fermented by our gut bacteria to produce short chain fatty acids (SCFA). These SCFA feed the good bacteria in our gut and sustain their populations.,1,"Watermelon is rich in lycopene, vitamin b1 and b6. It may also have hepato- and neuro-protective effects.",1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Red Grapefruit
Pomelo
Soursop
Lychee
Mango","Breakfast
Snack",,,
Wheat Bran,"Wheat bran is a great source of fibre, promoting weight loss and healthy bowel movement. Both of which reduce the risk of colorectal cancer and constipation. ",0,1,Wheat bran is high FODMAP.,Y,Wheat bran that are high in fibre have reported to help reduce food intake and hence might promote weight loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3507301/,5,"Wheat bran slows digestion and therefore, slows absroption of glucose into the bloodstream, helping to prevent blood sugar spikes that can lead to diabetes.","1 tbsp (5 g) / serv

CHO = 0.78 g = 0.05 ex

Wholegrain",https://pubmed.ncbi.nlm.nih.gov/32641435/,5,"Dietary fiber, such as wheat bran, prevents absorption of cholesterol.",https://www.healthhub.sg/sites/assets/Assets/PDFs/EHA%20and%20CGH/CGH%20-%20Healthy%20Eating%20for%20Lower%20Cholesterol_FA_Low-Res.pdf,5,Sodium per serv = 0.9 mg,5,1,"By supporting the growth of beneficial gut bacteria, wheat bran may promote serotonin production in the brain via a series of reactions known as the gut-brain axis. Also, there is some evidence that benefical gut bacteria produce small amounts of serotonin and GABA.",1,Wheat bran gets fermented by our gut bacteria to produce healthful SCFA and also increases the abudnance of good gut bacteria.,1,"Soluble fibre from wheat bran reduces levels of TMAO, a metabolite made by our gut bacteria. Elevated levels of it has been associated with greater risks of cardiovascular diseases, type 2 diabetes, and obesity.",1,Gluten,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan",Wholegrain Cereal,"Breakfast
Snack","Spelt
Rice bran
Bulgur
Psyllium husk
Flaxseed",,
Whiskey,"Whiskey provides energy but little nutrients, contributing to weight gain when consumed too much and/or too often. Alcohol also disrupts the balance of the gut microbiome, inducing gut dysbiosis. ",5,5,Whiskey is low FODMAP if limited to one shot.,N,Alcohol is empty calories and would only contribute to weight gain.,https://www.betterhealth.vic.gov.au/health/healthyliving/Alcohol-and-weight-gain ,1,"In people with diabetes, alcohol consumption can worsen blood sugar control.","1 glass (30 g) / serv

CHO = 0 g = 0 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6761899/,1,Alcohol induces gut dysbiosis which may be associated with hyperlipidemia.,"https://sci-hub.se/http://dx.doi.org/10.1136/gutjnl-2018-317609
https://academic.oup.com/femsec/article/94/5/fiy045/4939468",1,Sodium per serv = 0.3 mg,1,-1,Regular drinking for a  long term has been associated with lower serotonin levels.,-1,"Alcohol is likely to induce gut dysbiosis, which would result in a decreased production of short-chain fatty acids.",-1,Excessive drinking can lead to cardiovascular diseases and may exacerbate the cardiovascular risks associated with elevated levels of TMAO.,0,N/A,"Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan",Red Wine,Beverage,"Vodka
Gin
Tequila
Bourbon",,
White Fungus and Longan Soup,"The dried fruits and white fungus provide some fibre for the gut microbiome, feeding the healthy bacteria in our gut. However, the dish is also rich in sugar and would be unsuitable for weight loss and diabetic diets.",5,1,This dish is high FODMAP.,Y,White fungus and longan are sources of fibre and can be a healthier choice when made with less added sugar. ,https://www.hsph.harvard.edu/nutritionsource/carbohydrates/fiber/,1,"White fungus is high in fibre and low in carbohydrates. However, it is sweetened with refined sugar which may cause a spike in blood sugar levels and may be unsuitable for those with diabetes.","1 bowl (336 g) / serv

CHO = 43.01 g = 2.87 ex

Consider a snack",https://www.diabetes.org/nutrition/understanding-carbs,5,White fungus may aid with lowering cholesterol levels.,https://pubmed.ncbi.nlm.nih.gov/12452672/,5,Sodium per serv = 30.24 mg,4,1,Red dates or jujube has the potential of preventing neurological diseases.,1,"Longan contains pectin, a soluble fiber that nourishes the gut microbiome and promotes butyrate production.",1,White fungus has shown to be liver protective and has anti-fatigue properties in animal studies.,0,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian Ovo-vegetarian
Vegan","Rambutan
Lychee
Red Grape
Honeydew
Passionfruit",Snack,,,
White Potato,"Especially when eaten with the skin, potato is a good source of fibre which promote a diverse gut microbiome. Potato is also rich in blood pressure-lowering potassium, protecting against heart diseases.",2,5,White potato is low FODMAP.,Y,"Potato consumption was not associated with weight gain in overweight individuals, and in fact was found to suppress appetite in another study.","https://pubmed.ncbi.nlm.nih.gov/25302575/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7551271/",3,"Higher consumption of potatoes is associated with type 2 diabetes. As a high GI and GL food, it is likely to cause blood sugar levels to spike.","1 whole (135 g) / serv

CHO = 27.01 g = 1.8 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764041/,5,"Mice fed with potatoes had lower cholesterol and blood triglyceride levels, proving that potatoes have hypolipidemic effects. ",https://pubmed.ncbi.nlm.nih.gov/16586150/,5,Sodium per serv = 6.75 mg,5,1,"Potatoes are considerable sources of vitamin B6, a co-factor for dopamine and serotonin synthesis.",1,Mice which were fed with raw potato starch in a study were revealed to have higher levels of proprionate in their guts.,-1,"Despite being rich in vitamins and minerals, potatoes are associated with cardiovascular disease.",1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Purple Sweet Potato
Yam
Carrot","Lunch
Dinner
Snack","
Chinese yam
Turnip",,
Wholegrain Cereal,"Wholegrain cereal is full of fibre, helping to lower blood cholesterol levels and prevent constipation. The fibre also nourishes our gut bacteria and promotes a diverse gut microbiome.",0,1,Wholegrain cereal is high FODMAP.,Y,"Whole grains exhibit body fat lowering effects, curbing weight gain.",https://pubmed.ncbi.nlm.nih.gov/22357746/,5,Consuming more than one serving of whole grains a day is associated with a lower risk of type 2 diabetes.,"1 bowl rice (30 g) / serv

CHO = 19.47 g = 1.3 ex

Wholegrain
Considered a Meal for bf",https://pubmed.ncbi.nlm.nih.gov/32641435/,5,Fibre helps to lower total and LDL cholesterol through excretion.,https://www.healthhub.sg/sites/assets/Assets/PDFs/EHA%20and%20CGH/CGH%20-%20Healthy%20Eating%20for%20Lower%20Cholesterol_FA_Low-Res.pdf,5,Sodium per serv = 171 mg,5,-1,Whole grain rye and wheat consumption is associated with lower levels of serotonin in mice.,1,Wholegrain was associated with increased fecal concentrations of SCFA including butyrate owing to an increase in the abundance of butyrate-producing bacteria.,1,"Whole grain cereals improve liver function, which promotes healthy bile production.",1,Gluten,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Brown Rice
Chapati
Oat","Breakfast
Snack","Bran flakes
Granola",,
